,Holder,Shares,Date Reported,% Out,Value,Target
1,Blackrock Inc.,320503107.0,2022-06-29,0.0728,12576541918.0,CMCSA
2,Capital International Investors,207277699.0,2022-06-29,0.0471,8133576908.0,CMCSA
3,State Street Corporation,165281045.0,2022-06-29,0.0375,6485628205.0,CMCSA
4,Capital Research Global Investors,135333117.0,2022-06-29,0.030699999999999998,5310471511.0,CMCSA
5,Massachusetts Financial Services Co.,101568996.0,2022-06-29,0.0231,3985567403.0,CMCSA
6,"FMR, LLC",98277592.0,2022-06-29,0.0223,3856412710.0,CMCSA
7,Dodge & Cox Inc,85157816.0,2022-06-29,0.019299999999999998,3341592699.0,CMCSA
8,Capital World Investors,82723047.0,2022-06-29,0.018799999999999997,3246052364.0,CMCSA
9,"Geode Capital Management, LLC",81188120.0,2022-06-29,0.0184,3185821828.0,CMCSA
0,"Vanguard Group, Inc. (The)",16027061.0,2022-06-29,0.1225,1176065736.0,CMA
1,Blackrock Inc.,11956770.0,2022-06-29,0.09140000000000001,877387782.0,CMA
2,State Street Corporation,7391063.0,2022-06-29,0.0565,542356202.0,CMA
3,Bank Of New York Mellon Corporation,6761354.0,2022-06-29,0.051699999999999996,496148156.0,CMA
4,Invesco Ltd.,4202259.0,2022-06-29,0.0321,308361765.0,CMA
5,"FMR, LLC",3990336.0,2022-06-29,0.0305,292810855.0,CMA
6,King Luther Capital Management,2732419.0,2022-06-29,0.0209,200504906.0,CMA
7,"Charles Schwab Investment Management, Inc.",2637222.0,2022-06-29,0.0202,193519350.0,CMA
8,"Geode Capital Management, LLC",2545224.0,2022-06-29,0.0195,186768537.0,CMA
9,Marshall Wace LLP,2109435.0,2022-06-29,0.0161,154790340.0,CMA
0,"Vanguard Group, Inc. (The)",55817350.0,2022-06-29,0.1165,1911186064.0,CAG
1,Blackrock Inc.,45073849.0,2022-06-29,0.094,1543328589.0,CAG
2,Price (T.Rowe) Associates Inc,27918907.0,2022-06-29,0.0583,955943375.0,CAG
3,State Street Corporation,23749862.0,2022-06-29,0.0496,813195274.0,CAG
4,Capital World Investors,21473493.0,2022-06-29,0.044800000000000006,735252400.0,CAG
5,Macquarie Group Limited,17841758.0,2022-06-29,0.037200000000000004,610901793.0,CAG
6,"American Century Companies, Inc.",13234737.0,2022-06-29,0.0276,453157394.0,CAG
7,Invesco Ltd.,9560191.0,2022-06-29,0.0199,327340939.0,CAG
8,"Geode Capital Management, LLC",9254338.0,2022-06-29,0.019299999999999998,316868533.0,CAG
9,Lsv Asset Management,8330684.0,2022-06-29,0.0174,285242620.0,CAG
0,"Vanguard Group, Inc. (The)",112796750.0,2022-06-29,0.0872,10130276117.0,COP
1,Blackrock Inc.,101892156.0,2022-06-29,0.0788,9150934530.0,COP
2,State Street Corporation,63621731.0,2022-06-29,0.0492,5713867661.0,COP
3,JP Morgan Chase & Company,54652762.0,2022-06-29,0.042300000000000004,4908364555.0,COP
4,Capital International Investors,45321223.0,2022-06-29,0.035,4070299037.0,COP
5,"Wellington Management Group, LLP",35834407.0,2022-06-29,0.0277,3218288092.0,COP
6,Capital World Investors,26007131.0,2022-06-29,0.020099999999999996,2335700435.0,COP
7,Bank of America Corporation,24971716.0,2022-06-29,0.019299999999999998,2242709813.0,COP
8,"Geode Capital Management, LLC",23048188.0,2022-06-29,0.0178,2069957764.0,COP
9,Massachusetts Financial Services Co.,22866527.0,2022-06-29,0.0177,2053642789.0,COP
0,Blackrock Inc.,43148913.0,2022-06-29,0.1217,4103461626.0,ED
1,"Vanguard Group, Inc. (The)",42434212.0,2022-06-29,0.1197,4035493561.0,ED
2,State Street Corporation,28346049.0,2022-06-29,0.0799,2695709259.0,ED
3,"Geode Capital Management, LLC",7552945.0,2022-06-29,0.0213,718285069.0,ED
4,Lazard Asset Management LLC,6885619.0,2022-06-29,0.0194,654822366.0,ED
5,Legal & General Group PLC,6454457.0,2022-06-29,0.0182,613818860.0,ED
6,Invesco Ltd.,4804047.0,2022-06-29,0.013500000000000002,456864869.0,ED
7,Northern Trust Corporation,4118917.0,2022-06-29,0.0116,391709006.0,ED
8,Ubs Asset Management Americas Inc,3805500.0,2022-06-29,0.010700000000000001,361903050.0,ED
9,Morgan Stanley,3033137.0,2022-06-29,0.0086,288451328.0,ED
0,"Vanguard Group, Inc. (The)",12337760.0,2022-06-29,0.0765,2875438345.0,STZ
1,Blackrock Inc.,11647336.0,2022-06-29,0.0722,2714528128.0,STZ
2,Capital World Investors,7100811.0,2022-06-29,0.044000000000000004,1654915011.0,STZ
3,State Street Corporation,6913572.0,2022-06-29,0.0429,1611277090.0,STZ
4,"Wellington Management Group, LLP",4815247.0,2022-06-29,0.029900000000000003,1122241465.0,STZ
5,JP Morgan Chase & Company,3953067.0,2022-06-29,0.0245,921301795.0,STZ
6,"Aristotle Capital Management, LLC",3756391.0,2022-06-29,0.0233,875464486.0,STZ
7,"FMR, LLC",3488895.0,2022-06-29,0.0216,813121868.0,STZ
8,"AllianceBernstein, L.P.",3197565.0,2022-06-29,0.019799999999999998,745224498.0,STZ
9,Morgan Stanley,2853000.0,2022-06-29,0.0177,664920180.0,STZ
0,"Vanguard Group, Inc. (The)",39136668.0,2022-06-29,0.1197,2240965609.0,CEG
1,"FMR, LLC",24296438.0,2022-06-29,0.07429999999999999,1391214039.0,CEG
2,Blackrock Inc.,24135665.0,2022-06-29,0.0738,1382008177.0,CEG
3,Capital International Investors,23009504.0,2022-06-29,0.0704,1317524199.0,CEG
4,State Street Corporation,18536093.0,2022-06-29,0.0567,1061376685.0,CEG
5,"Wellington Management Group, LLP",16832178.0,2022-06-29,0.051500000000000004,963810512.0,CEG
6,Bank Of New York Mellon Corporation,7882694.0,2022-06-29,0.0241,451363058.0,CEG
7,"Geode Capital Management, LLC",6556814.0,2022-06-29,0.020099999999999996,375443169.0,CEG
8,Putnam Investments LLC,4317388.0,2022-06-29,0.0132,247213636.0,CEG
9,Morgan Stanley,4186104.0,2022-06-29,0.0128,239696315.0,CEG
0,"Vanguard Group, Inc. (The)",5429693.0,2022-06-29,0.11,1700145472.0,COO
1,Blackrock Inc.,3778659.0,2022-06-29,0.0766,1183173706.0,COO
2,Price (T.Rowe) Associates Inc,3486665.0,2022-06-29,0.0707,1091744544.0,COO
3,State Street Corporation,2127331.0,2022-06-29,0.0431,666109882.0,COO
4,Veritas Asset Management LLP,2055306.0,2022-06-29,0.0417,643557414.0,COO
5,"AllianceBernstein, L.P.",1459437.0,2022-06-29,0.0296,456978913.0,COO
6,Janus Henderson Group PLC,1285618.0,2022-06-29,0.026099999999999998,402552708.0,COO
7,Kayne Anderson Rudnick Investment Management LLC,1270065.0,2022-06-29,0.025699999999999997,397682752.0,COO
8,Generation Investment Management LLP,1259012.0,2022-06-29,0.0255,394221837.0,COO
9,Invesco Ltd.,1157493.0,2022-06-29,0.0235,362434208.0,COO
0,"Vanguard Group, Inc. (The)",23367450.0,2022-06-29,0.09820000000000001,2539107117.0,CPRT
1,Blackrock Inc.,19784661.0,2022-06-29,0.08310000000000001,2149801264.0,CPRT
2,"Principal Financial Group, Inc.",10240115.0,2022-06-29,0.043,1112690895.0,CPRT
3,"AllianceBernstein, L.P.",9520973.0,2022-06-29,0.04,1034548926.0,CPRT
4,State Street Corporation,8166516.0,2022-06-29,0.034300000000000004,887373628.0,CPRT
5,"FMR, LLC",4879233.0,2022-06-29,0.020499999999999997,530177457.0,CPRT
6,Capital Research Global Investors,4755685.0,2022-06-29,0.02,516752732.0,CPRT
7,"Geode Capital Management, LLC",4749788.0,2022-06-29,0.02,516111964.0,CPRT
8,Capital World Investors,4680515.0,2022-06-29,0.0197,508584759.0,CPRT
9,JP Morgan Chase & Company,4337458.0,2022-06-29,0.0182,471308186.0,CPRT
0,"Vanguard Group, Inc. (The)",94983734.0,2022-06-29,0.1124,2992937458.0,GLW
1,Blackrock Inc.,54148518.0,2022-06-29,0.0641,1706219802.0,GLW
2,"Wellington Management Group, LLP",33423553.0,2022-06-29,0.0395,1053176155.0,GLW
3,State Street Corporation,31280016.0,2022-06-29,0.037000000000000005,985633304.0,GLW
4,Price (T.Rowe) Associates Inc,20008558.0,2022-06-29,0.023700000000000002,630469662.0,GLW
5,JP Morgan Chase & Company,16872865.0,2022-06-29,0.02,531663976.0,GLW
6,"Geode Capital Management, LLC",15017804.0,2022-06-29,0.0178,473211004.0,GLW
7,"Ameriprise Financial, Inc.",14969909.0,2022-06-29,0.0177,471701832.0,GLW
8,State Farm Mutual Automobile Insurance Co,14528900.0,2022-06-29,0.0172,457805639.0,GLW
9,Bank of America Corporation,12897929.0,2022-06-29,0.015300000000000001,406413742.0,GLW
0,"Vanguard Group, Inc. (The)",81754857.0,2022-06-29,0.113,4426207957.0,CTVA
1,Blackrock Inc.,60262771.0,2022-06-29,0.0833,3262626421.0,CTVA
2,State Street Corporation,36465827.0,2022-06-29,0.0504,1974259873.0,CTVA
3,"Aristotle Capital Management, LLC",29350759.0,2022-06-29,0.0406,1589050092.0,CTVA
4,Capital World Investors,25046955.0,2022-06-29,0.0346,1356042143.0,CTVA
5,"FMR, LLC",16030378.0,2022-06-29,0.0222,867884664.0,CTVA
6,"Geode Capital Management, LLC",14081712.0,2022-06-29,0.0195,762383887.0,CTVA
7,Northern Trust Corporation,12357562.0,2022-06-29,0.0171,669038406.0,CTVA
8,Invesco Ltd.,10532026.0,2022-06-29,0.0146,570203887.0,CTVA
9,Nuveen Asset Management,9949036.0,2022-06-29,0.0137,538640809.0,CTVA
0,"Vanguard Group, Inc. (The)",35217382.0,2022-06-29,0.0889,2127482046.0,CSGP
1,Blackrock Inc.,20163523.0,2022-06-29,0.0509,1218078424.0,CSGP
2,"Principal Financial Group, Inc.",20166548.0,2022-06-29,0.0509,1218261164.0,CSGP
3,BAMCO Inc.,19237520.0,2022-06-29,0.048600000000000004,1162138583.0,CSGP
4,Price (T.Rowe) Associates Inc,16260766.0,2022-06-29,0.041100000000000005,982312874.0,CSGP
5,Janus Henderson Group PLC,14657464.0,2022-06-29,0.037000000000000005,885457400.0,CSGP
6,Baillie Gifford and Company,13157872.0,2022-06-29,0.0332,794867047.0,CSGP
7,"Sands Capital Management, LLC",10486090.0,2022-06-29,0.0265,633464696.0,CSGP
8,Massachusetts Financial Services Co.,9965881.0,2022-06-29,0.0252,602038871.0,CSGP
9,"Franklin Resources, Inc.",8933092.0,2022-06-29,0.0226,539648087.0,CSGP
0,"Vanguard Group, Inc. (The)",38538592.0,2022-06-29,0.08710000000000001,18470776373.0,COST
1,Blackrock Inc.,31002474.0,2022-06-29,0.07,14858865738.0,COST
2,State Street Corporation,18801864.0,2022-06-29,0.0425,9011357377.0,COST
3,"FMR, LLC",10336177.0,2022-06-29,0.023399999999999997,4953922912.0,COST
4,Bank of America Corporation,8385811.0,2022-06-29,0.0189,4019151496.0,COST
5,"Geode Capital Management, LLC",7947099.0,2022-06-29,0.018000000000000002,3808885608.0,COST
6,Morgan Stanley,7039935.0,2022-06-29,0.0159,3374100046.0,COST
7,Northern Trust Corporation,5041570.0,2022-06-29,0.011399999999999999,2416323669.0,COST
8,"AllianceBernstein, L.P.",4853224.0,2022-06-29,0.011000000000000001,2326053198.0,COST
9,Bank Of New York Mellon Corporation,4515006.0,2022-06-29,0.0102,2163952075.0,COST
0,"Vanguard Group, Inc. (The)",89967143.0,2022-06-29,0.1131,2320252617.0,CTRA
1,Blackrock Inc.,63856256.0,2022-06-29,0.0803,1646852842.0,CTRA
2,Capital World Investors,63853231.0,2022-06-29,0.0803,1646774827.0,CTRA
3,"Wellington Management Group, LLP",61974089.0,2022-06-29,0.0779,1598311755.0,CTRA
4,State Street Corporation,53108211.0,2022-06-29,0.0668,1369660761.0,CTRA
5,"Aristotle Capital Management, LLC",43018812.0,2022-06-29,0.0541,1109455161.0,CTRA
6,"Geode Capital Management, LLC",17097984.0,2022-06-29,0.0215,440957007.0,CTRA
7,JP Morgan Chase & Company,15252627.0,2022-06-29,0.0192,393365250.0,CTRA
8,Schroder Investment Management Group,14397726.0,2022-06-29,0.0181,371317353.0,CTRA
9,Victory Capital Management Inc.,12526670.0,2022-06-29,0.015700000000000002,323062819.0,CTRA
0,"Vanguard Group, Inc. (The)",56586914.0,2022-06-29,0.1307,9528104579.0,CCI
1,Blackrock Inc.,33231169.0,2022-06-29,0.0767,5595464236.0,CCI
2,State Street Corporation,20623440.0,2022-06-29,0.047599999999999996,3472574827.0,CCI
3,Capital International Investors,18272705.0,2022-06-29,0.042199999999999994,3076758067.0,CCI
4,Bank of America Corporation,13693573.0,2022-06-29,0.0316,2305723821.0,CCI
5,Capital Research Global Investors,13025868.0,2022-06-29,0.0301,2193295653.0,CCI
6,"FMR, LLC",12273955.0,2022-06-29,0.028300000000000002,2066688542.0,CCI
7,Morgan Stanley,11249847.0,2022-06-29,0.026000000000000002,1894249237.0,CCI
8,Capital World Investors,11115888.0,2022-06-29,0.025699999999999997,1871693221.0,CCI
9,Deutsche Bank Aktiengesellschaft,10309736.0,2022-06-29,0.023799999999999998,1735953347.0,CCI
0,"Vanguard Group, Inc. (The)",185383863.0,2022-06-29,0.0882,5387255058.0,CSX
1,Blackrock Inc.,140382969.0,2022-06-29,0.0668,4079529079.0,CSX
2,Capital World Investors,109617271.0,2022-06-29,0.0521,3185477895.0,CSX
3,State Street Corporation,96060195.0,2022-06-29,0.045700000000000005,2791509266.0,CSX
4,Capital Research Global Investors,56289775.0,2022-06-29,0.0268,1635780861.0,CSX
5,Soroban Capital Partners LP,52600295.0,2022-06-29,0.025,1528564572.0,CSX
6,Price (T.Rowe) Associates Inc,44082889.0,2022-06-29,0.021,1281048754.0,CSX
7,"Geode Capital Management, LLC",38446165.0,2022-06-29,0.0183,1117245554.0,CSX
8,Royal Bank of Canada,28572502.0,2022-06-29,0.013600000000000001,830316908.0,CSX
9,Bank of America Corporation,25334703.0,2022-06-29,0.0121,736226469.0,CSX
0,"Vanguard Group, Inc. (The)",12977058.0,2022-06-29,0.092,2511450034.0,CMI
1,Blackrock Inc.,12215547.0,2022-06-29,0.0866,2364074810.0,CMI
2,State Street Corporation,6467384.0,2022-06-29,0.045899999999999996,1251632825.0,CMI
3,Price (T.Rowe) Associates Inc,3756212.0,2022-06-29,0.026600000000000002,726939708.0,CMI
4,Capital Research Global Investors,3165879.0,2022-06-29,0.0225,612692562.0,CMI
5,"Geode Capital Management, LLC",2804059.0,2022-06-29,0.0199,542669538.0,CMI
6,"Charles Schwab Investment Management, Inc.",2516484.0,2022-06-29,0.0178,487015148.0,CMI
7,Lsv Asset Management,2076723.0,2022-06-29,0.0147,401908202.0,CMI
8,Northern Trust Corporation,2034168.0,2022-06-29,0.0144,393672533.0,CMI
9,"First Eagle Investment Management, LLC",1998602.0,2022-06-29,0.014199999999999999,386789445.0,CMI
0,"Vanguard Group, Inc. (The)",114208329.0,2022-06-29,0.087,10582543765.0,CVS
1,Blackrock Inc.,94478091.0,2022-06-29,0.07200000000000001,8754339912.0,CVS
2,Capital World Investors,58836048.0,2022-06-29,0.044800000000000006,5451748207.0,CVS
3,State Street Corporation,58684310.0,2022-06-29,0.0447,5437688164.0,CVS
4,Morgan Stanley,29378855.0,2022-06-29,0.022400000000000003,2722244704.0,CVS
5,Capital International Investors,26259023.0,2022-06-29,0.02,2433161071.0,CVS
6,JP Morgan Chase & Company,26118234.0,2022-06-29,0.0199,2420115562.0,CVS
7,"Geode Capital Management, LLC",23188133.0,2022-06-29,0.0177,2148612403.0,CVS
8,Bank of America Corporation,18244881.0,2022-06-29,0.0139,1690570673.0,CVS
9,Invesco Ltd.,16756780.0,2022-06-29,0.0128,1552683234.0,CVS
0,"Vanguard Group, Inc. (The)",35014899.0,2022-06-29,0.1008,2317636164.0,DHI
1,Capital World Investors,32800470.0,2022-06-29,0.0944,2171063109.0,DHI
2,Blackrock Inc.,30412303.0,2022-06-29,0.0875,2012990335.0,DHI
3,State Street Corporation,13983260.0,2022-06-29,0.04019999999999999,925551979.0,DHI
4,Egerton Capital (UK) LLP,7617265.0,2022-06-29,0.0219,504186770.0,DHI
5,Capital Research Global Investors,7379890.0,2022-06-29,0.0212,488474919.0,DHI
6,"Geode Capital Management, LLC",6405348.0,2022-06-29,0.0184,423969984.0,DHI
7,"Franklin Resources, Inc.",6322186.0,2022-06-29,0.0182,418465491.0,DHI
8,Dimensional Fund Advisors LP,5990605.0,2022-06-29,0.0172,396518144.0,DHI
9,"Sanders Capital, LLC",5300244.0,2022-06-29,0.015300000000000001,350823150.0,DHI
0,"Vanguard Group, Inc. (The)",52694630.0,2022-06-29,0.0724,13359142597.0,DHR
1,Blackrock Inc.,47556018.0,2022-06-29,0.0653,12056401683.0,DHR
2,State Street Corporation,26700019.0,2022-06-29,0.036699999999999997,6768988816.0,DHR
3,Price (T.Rowe) Associates Inc,26443349.0,2022-06-29,0.0363,6703917838.0,DHR
4,"FMR, LLC",25510224.0,2022-06-29,0.035,6467351988.0,DHR
5,"Wellington Management Group, LLP",18968634.0,2022-06-29,0.026099999999999998,4808928091.0,DHR
6,Morgan Stanley,16944511.0,2022-06-29,0.0233,4295772428.0,DHR
7,Massachusetts Financial Services Co.,11997806.0,2022-06-29,0.0165,3041683777.0,DHR
8,"Geode Capital Management, LLC",11100164.0,2022-06-29,0.0152,2814113577.0,DHR
9,Bank of America Corporation,11024205.0,2022-06-29,0.0151,2794856451.0,DHR
0,Capital International Investors,15849338.0,2022-06-29,0.1295,1792877114.0,DRI
1,Capital World Investors,15643508.0,2022-06-29,0.1278,1769593624.0,DRI
2,"Vanguard Group, Inc. (The)",14312615.0,2022-06-29,0.11689999999999999,1619043008.0,DRI
3,Blackrock Inc.,8325420.0,2022-06-29,0.068,941771510.0,DRI
4,State Street Corporation,4993958.0,2022-06-29,0.0408,564916528.0,DRI
5,"Wellington Management Group, LLP",2584134.0,2022-06-29,0.021099999999999997,292317238.0,DRI
6,"Geode Capital Management, LLC",2443231.0,2022-06-29,0.02,276378290.0,DRI
7,Newport Trust Co,2163911.0,2022-06-29,0.0177,244781612.0,DRI
8,"Raymond James & Associates, Inc.",1515135.0,2022-09-29,0.0124,191391853.0,DRI
9,"Ameriprise Financial, Inc.",1480012.0,2022-06-29,0.0121,167418957.0,DRI
0,"Berkshire Hathaway, Inc",36095570.0,2022-06-29,0.3954,2886201777.0,DVA
1,"Vanguard Group, Inc. (The)",6868253.0,2022-06-29,0.07519999999999999,549185509.0,DVA
2,Blackrock Inc.,5476611.0,2022-06-29,0.06,437909815.0,DVA
3,State Street Corporation,2765505.0,2022-06-29,0.030299999999999997,221129779.0,DVA
4,Lsv Asset Management,2198897.0,2022-06-29,0.0241,175823804.0,DVA
5,"Gates Capital Management, Inc.",1793144.0,2022-06-29,0.0196,143379794.0,DVA
6,Dimensional Fund Advisors LP,1352939.0,2022-06-29,0.0148,108181002.0,DVA
7,Invesco Ltd.,1292936.0,2022-06-29,0.014199999999999999,103383162.0,DVA
8,Norges Bank Investment Management,1207236.0,2021-12-30,0.0132,137335167.0,DVA
9,"Geode Capital Management, LLC",1166799.0,2022-06-29,0.0128,93297248.0,DVA
0,"Vanguard Group, Inc. (The)",21885768.0,2022-06-29,0.0725,6554130942.0,DE
1,Blackrock Inc.,18827918.0,2022-06-29,0.062400000000000004,5638396603.0,DE
2,JP Morgan Chase & Company,13922798.0,2022-06-29,0.0461,4169460317.0,DE
3,State Street Corporation,10917127.0,2022-06-29,0.0362,3269352022.0,DE
4,"Wellington Management Group, LLP",6163301.0,2022-06-29,0.0204,1845723750.0,DE
5,"FMR, LLC",5108362.0,2022-06-29,0.0169,1529801168.0,DE
6,Janus Henderson Group PLC,4666234.0,2022-06-29,0.0155,1397397095.0,DE
7,Bank of America Corporation,4634647.0,2022-06-29,0.0154,1387937737.0,DE
8,"Geode Capital Management, LLC",4625571.0,2022-06-29,0.015300000000000001,1385219747.0,DE
9,Morgan Stanley,3984025.0,2022-06-29,0.0132,1193095966.0,DE
0,"Vanguard Group, Inc. (The)",69438914.0,2022-06-29,0.10830000000000001,2011645338.0,DAL
1,Blackrock Inc.,37469915.0,2022-06-29,0.0584,1085503437.0,DAL
2,Capital World Investors,22144052.0,2022-06-29,0.0345,641513186.0,DAL
3,Primecap Management Company,21301956.0,2022-06-29,0.0332,617117665.0,DAL
4,State Street Corporation,21135031.0,2022-06-29,0.033,612281848.0,DAL
5,"FMR, LLC",14132191.0,2022-06-29,0.022000000000000002,409409573.0,DAL
6,"Geode Capital Management, LLC",12137252.0,2022-06-29,0.0189,351616190.0,DAL
7,Morgan Stanley,12099577.0,2022-06-29,0.0189,350524745.0,DAL
8,"Neuberger Berman Group, LLC",11916398.0,2022-06-29,0.018600000000000002,345218050.0,DAL
9,JP Morgan Chase & Company,11258225.0,2022-06-29,0.0176,326150778.0,DAL
0,Blackrock Inc.,25451261.0,2022-06-29,0.11810000000000001,909373555.0,XRAY
1,"Vanguard Group, Inc. (The)",24435026.0,2022-06-29,0.1134,873063478.0,XRAY
2,Artisan Partners Limited Partnership,12758726.0,2022-06-29,0.0592,455869279.0,XRAY
3,Price (T.Rowe) Associates Inc,9987997.0,2022-06-29,0.0464,356871132.0,XRAY
4,"First Eagle Investment Management, LLC",9411081.0,2022-06-29,0.0437,336257924.0,XRAY
5,State Street Corporation,9359346.0,2022-06-29,0.0434,334409432.0,XRAY
6,"Nuance Investments, LLC",9051338.0,2022-06-29,0.042,323404306.0,XRAY
7,Janus Henderson Group PLC,8799279.0,2022-06-29,0.0408,314398238.0,XRAY
8,"Wellington Management Group, LLP",6283706.0,2022-06-29,0.0292,224516815.0,XRAY
9,Morgan Stanley,5216918.0,2022-06-29,0.0242,186400480.0,XRAY
0,"Vanguard Group, Inc. (The)",75536447.0,2022-06-29,0.11539999999999999,4162813594.0,DVN
1,Blackrock Inc.,54417688.0,2022-06-29,0.08310000000000001,2998958785.0,DVN
2,State Street Corporation,39912341.0,2022-06-29,0.061,2199569112.0,DVN
3,"FMR, LLC",23000119.0,2022-06-29,0.0351,1267536558.0,DVN
4,GQG Partners LLC,14908330.0,2022-06-29,0.022799999999999997,821598066.0,DVN
5,"Geode Capital Management, LLC",12613569.0,2022-06-29,0.019299999999999998,695133787.0,DVN
6,Invesco Ltd.,11653308.0,2022-06-29,0.0178,642213803.0,DVN
7,Morgan Stanley,10887465.0,2022-06-29,0.0166,600008196.0,DVN
8,Bank of America Corporation,10652470.0,2022-06-29,0.0163,587057621.0,DVN
9,Boston Partners,10360713.0,2022-06-29,0.0158,570978893.0,DVN
0,"Vanguard Group, Inc. (The)",43170869.0,2022-06-29,0.11,3217524866.0,DXCM
1,Blackrock Inc.,33434497.0,2022-06-29,0.0852,2491873061.0,DXCM
2,Baillie Gifford and Company,18099399.0,2022-06-29,0.0461,1348948207.0,DXCM
3,"Sands Capital Management, LLC",17902213.0,2022-06-29,0.045599999999999995,1334251934.0,DXCM
4,State Street Corporation,16234832.0,2022-06-29,0.0414,1209982028.0,DXCM
5,"FMR, LLC",10356484.0,2022-06-29,0.0264,771868752.0,DXCM
6,JP Morgan Chase & Company,10383449.0,2022-06-29,0.0264,773878453.0,DXCM
7,Jennison Associates LLC,8563611.0,2022-06-29,0.0218,638245927.0,DXCM
8,Nuveen Asset Management,8289883.0,2022-06-29,0.021099999999999997,617844979.0,DXCM
9,"Geode Capital Management, LLC",7822222.0,2022-06-29,0.0199,582990205.0,DXCM
0,"Vanguard Group, Inc. (The)",21187827.0,2022-06-29,0.1222,2566905241.0,FANG
1,Blackrock Inc.,12878845.0,2022-06-29,0.07429999999999999,1560272071.0,FANG
2,State Street Corporation,10768672.0,2022-06-29,0.0621,1304624612.0,FANG
3,"FMR, LLC",8686863.0,2022-06-29,0.0501,1052413452.0,FANG
4,Blackstone Inc,7933212.0,2022-06-29,0.045700000000000005,961108633.0,FANG
5,JP Morgan Chase & Company,7554646.0,2022-06-29,0.0436,915245362.0,FANG
6,"Geode Capital Management, LLC",3521405.0,2022-06-29,0.0203,426618215.0,FANG
7,Morgan Stanley,3452535.0,2022-06-29,0.0199,418274615.0,FANG
8,Boston Partners,3337527.0,2022-06-29,0.0192,404341396.0,FANG
9,Invesco Ltd.,2740660.0,2022-06-29,0.0158,332030959.0,FANG
0,"Vanguard Group, Inc. (The)",44944312.0,2022-06-29,0.1564,5835120026.0,DLR
1,Blackrock Inc.,26018724.0,2022-06-29,0.09050000000000001,3378010936.0,DLR
2,State Street Corporation,18977119.0,2022-06-29,0.066,2463799359.0,DLR
3,Cohen & Steers Inc.,17139252.0,2022-06-29,0.0596,2225189087.0,DLR
4,Apg Asset Management US Inc.,10068308.0,2022-06-29,0.035,1307168427.0,DLR
5,Capital International Investors,9619790.0,2022-06-29,0.0335,1248937335.0,DLR
6,Capital World Investors,7975275.0,2022-06-29,0.0277,1035429953.0,DLR
7,"Geode Capital Management, LLC",5869396.0,2022-06-29,0.0204,762023682.0,DLR
8,Capital Research Global Investors,5579950.0,2022-06-29,0.0194,724444908.0,DLR
9,"FMR, LLC",4841172.0,2022-06-29,0.0168,628529360.0,DLR
0,"Vanguard Group, Inc. (The)",35385646.0,2022-06-29,0.1295,3346774398.0,DFS
1,Blackrock Inc.,20661637.0,2022-06-29,0.0756,1954177627.0,DFS
2,Capital International Investors,15513856.0,2022-06-29,0.056799999999999996,1467300500.0,DFS
3,State Street Corporation,12088121.0,2022-06-29,0.0443,1143294484.0,DFS
4,Capital World Investors,11552555.0,2022-06-29,0.042300000000000004,1092640651.0,DFS
5,"FMR, LLC",9961957.0,2022-06-29,0.0365,942201893.0,DFS
6,"Geode Capital Management, LLC",6263362.0,2022-06-29,0.0229,592388777.0,DFS
7,Macquarie Group Limited,4879788.0,2022-06-29,0.0179,461530349.0,DFS
8,Boston Partners,4471554.0,2022-06-29,0.016399999999999998,422919577.0,DFS
9,Morgan Stanley,3726505.0,2022-06-29,0.013600000000000001,352452842.0,DFS
0,Dodge & Cox Inc,39723546.0,2022-06-29,0.1361,712243179.0,DISH
1,"Vanguard Group, Inc. (The)",27795480.0,2022-06-29,0.09519999999999999,498372956.0,DISH
2,Blackrock Inc.,18113712.0,2022-06-29,0.0621,324778856.0,DISH
3,Eagle Capital Management LLC,16917615.0,2022-06-29,0.057999999999999996,303332836.0,DISH
4,Palestra Capital Management LLC,11946074.0,2022-06-29,0.0409,214193106.0,DISH
5,State Street Corporation,10852955.0,2022-06-29,0.037200000000000004,194593483.0,DISH
6,Edgepoint Investment Group Inc.,7786162.0,2022-06-29,0.026699999999999998,139605884.0,DISH
7,Invesco Ltd.,6184629.0,2022-06-29,0.0212,110890397.0,DISH
8,Price (T.Rowe) Associates Inc,5244715.0,2022-06-29,0.018000000000000002,94037739.0,DISH
9,"Geode Capital Management, LLC",5225582.0,2022-06-29,0.0179,93694685.0,DISH
0,"Vanguard Group, Inc. (The)",141817930.0,2022-06-29,0.07780000000000001,13387612592.0,DIS
1,Blackrock Inc.,117053758.0,2022-06-29,0.0642,11049874755.0,DIS
2,State Street Corporation,71320046.0,2022-06-29,0.0391,6732612342.0,DIS
3,Morgan Stanley,41616574.0,2022-06-29,0.022799999999999997,3928604585.0,DIS
4,State Farm Mutual Automobile Insurance Co,33996592.0,2022-06-29,0.018600000000000002,3209278284.0,DIS
5,"Geode Capital Management, LLC",30484736.0,2022-06-29,0.0167,2877759078.0,DIS
6,Price (T.Rowe) Associates Inc,24984524.0,2022-06-29,0.0137,2358539065.0,DIS
7,Northern Trust Corporation,23958218.0,2022-06-29,0.0131,2261655779.0,DIS
8,Bank Of New York Mellon Corporation,21692549.0,2022-06-29,0.011899999999999999,2047776625.0,DIS
9,Bank of America Corporation,19622110.0,2022-06-29,0.0108,1852327184.0,DIS
0,Price (T.Rowe) Associates Inc,18907932.0,2022-06-29,0.08380000000000001,4640762830.0,DG
